left_hip_angle,right_hip_angle,confidence,feedback,label
178.38679578305016,176.16487350735161,177.2758346452009,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.6961830424104,176.40010594203892,177.54814449222465,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.3932336213932,176.58558104070497,176.98940733104908,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.8629056685344,175.4582848670305,176.16059526778247,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.15568229045294,176.99718443309126,176.5764333617721,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.20148745164556,176.72767089438761,176.4645791730166,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.4577108827938,176.38441974340014,176.42106531309696,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.02155118041253,176.3387395657625,176.6801453730875,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.89063036341975,176.07130554303112,175.98096795322544,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.06178651934536,175.78870058707278,175.92524355320907,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.28439574531552,175.18766663995788,175.7360311926367,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.58492996092974,174.4669872831039,175.52595862201682,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.66774472321154,174.52018818261178,175.59396645291167,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.038873575564,174.9606238675347,175.49974872154934,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.75283023529224,175.417609763826,175.58521999955911,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.67961728003104,175.81721480900896,175.74841604452,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.71874099920663,175.6799951480657,175.69936807363615,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.7561133692239,176.42700954333188,176.09156145627787,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.7902655709594,176.48039887811015,176.13533222453478,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.74136788317904,176.21265136787295,175.977009625526,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.96859557632934,176.77811436346335,176.37335496989635,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
